indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,LAT,LONG
0.504,0.171,0.169,0.23,0.174,0.059,0.032,51.426,-0.43
0.518,0.142,0.239,0.319,0.149,0.098,0.046,52.473,-1.761
0.508,0.027,0.165,0.249,0.163,0.034,0.032,52.514,1.003
0.432,0.324,0.032,0.03,0.06,0.046,0.089,53.471,-2.286
0.508,0.303,0.214,0.103,0.262,0.108,0.055,51.563,-1.754
0.454,0.211,0.08,0.089,0.06,0.056,0.103,50.823,-0.151
0.507,0.01,0.104,0.3,0.129,0.041,0.034,51.669,-2.924
0.496,0.036,0.208,0.141,0.251,0.089,0.044,53.789,-1.079
0.504,0.189,0.121,0.202,0.196,0.039,0.031,51.459,-0.582
0.52,0.102,0.152,0.126,0.21,0.066,0.033,51.261,0.506
0.531,0.438,0.194,0.125,0.223,0.117,0.081,52.43,-1.875
0.51,0.035,0.227,0.254,0.159,0.081,0.04,52.691,-1.981
0.483,0.673,0.193,0.124,0.174,0.103,0.07,51.542,-0.31
0.482,0.933,0.173,0.118,0.239,0.118,0.108,52.624,-1.101
0.505,0.038,0.185,0.245,0.139,0.066,0.025,52.467,-2.159
0.531,0.056,0.164,0.329,0.119,0.061,0.038,52.923,-2.142
0.489,0.838,0.148,0.11,0.193,0.109,0.08,51.473,-0.383
0.503,0.113,0.141,0.214,0.195,0.036,0.034,51.351,-0.511
0.507,0.295,0.055,0.113,0.154,0.061,0.135,51.511,-0.19
0.518,0.138,0.175,0.116,0.165,0.093,0.169,50.839,-0.11
0.53,0.066,0.145,0.296,0.173,0.038,0.029,51.532,-2.504
0.54,0.412,0.22,0.11,0.274,0.116,0.075,52.572,-2.057
0.599,0.25,0.115,0.188,0.137,0.077,0.104,51.488,-0.174
0.558,0.112,0.127,0.288,0.154,0.044,0.052,51.392,-2.401
0.496,0.172,0.111,0.181,0.109,0.066,0.146,50.789,-1.092
0.5,0.322,0.109,0.112,0.188,0.067,0.037,51.352,-0.191
0.515,0.244,0.108,0.133,0.231,0.043,0.039,51.897,-0.542
0.53,0.056,0.186,0.192,0.179,0.091,0.039,53.597,-2.552
0.54,0.367,0.073,0.123,0.194,0.064,0.039,51.414,-0.085
0.534,0.174,0.235,0.124,0.258,0.134,0.048,53.383,-2.272
0.526,0.212,0.187,0.233,0.17,0.077,0.041,51.448,-1.013
0.495,0.03,0.193,0.236,0.171,0.059,0.04,52.536,0.553
0.5,0.054,0.17,0.234,0.155,0.068,0.032,50.799,0.058
0.535,0.07,0.172,0.181,0.173,0.064,0.055,51.402,-3.277
0.513,0.411,0.15,0.155,0.189,0.072,0.059,52.614,-2.135
0.543,0.284,0.076,0.104,0.138,0.073,0.055,51.574,-0.109
0.503,0.235,0.103,0.184,0.221,0.052,0.057,51.642,-0.775
0.498,0.251,0.077,0.091,0.235,0.033,0.058,52.39,-0.74
0.516,0.02,0.188,0.265,0.163,0.058,0.036,51.092,-3.017
0.506,0.103,0.221,0.115,0.264,0.092,0.051,52.624,-2.026
0.446,0.25,0.257,0.081,0.193,0.132,0.06,53.751,-0.353
0.506,0.065,0.117,0.155,0.216,0.051,0.041,52.9,-1.261
0.495,0.088,0.069,0.117,0.212,0.022,0.044,52.468,-0.938
0.528,0.473,0.226,0.147,0.208,0.156,0.063,51.552,-0.156
0.52,0.19,0.052,0.106,0.145,0.031,0.039,51.449,-0.151
0.526,0.038,0.201,0.482,0.102,0.076,0.032,51.832,1.248
0.513,0.422,0.055,0.218,0.158,0.039,0.059,51.66,-0.489
0.503,0.349,0.244,0.198,0.19,0.13,0.044,53.688,-1.619
0.514,0.07,0.192,0.161,0.187,0.081,0.042,54.531,-3.564
0.517,0.059,0.233,0.144,0.219,0.142,0.063,53.457,-2.996
0.507,0.082,0.11,0.183,0.199,0.049,0.04,53.404,-2.894
0.486,0.487,0.12,0.126,0.19,0.072,0.07,51.55,-0.444
0.541,0.111,0.24,0.172,0.236,0.132,0.062,53.587,-2.39
0.495,0.02,0.115,0.134,0.153,0.033,0.049,52.985,-1.326
0.51,0.032,0.095,0.298,0.183,0.036,0.037,51.543,-2.506
0.528,0.16,0.196,0.108,0.274,0.087,0.048,52.035,1.172
0.512,0.246,0.064,0.211,0.191,0.032,0.046,51.41,0.046
0.481,0.295,0.259,0.094,0.217,0.142,0.061,53.741,-0.362
0.5,0.254,0.169,0.132,0.137,0.08,0.053,53.799,-1.603
0.511,0.279,0.149,0.173,0.214,0.054,0.037,51.69,-0.409
0.532,0.034,0.086,0.334,0.175,0.025,0.043,50.932,-0.166
0.512,0.045,0.2,0.247,0.164,0.072,0.03,53.696,-1.524
0.516,0.024,0.134,0.286,0.154,0.032,0.038,52.454,1.641
0.515,0.391,0.157,0.219,0.188,0.059,0.051,51.479,0.165
0.496,0.041,0.09,0.193,0.189,0.037,0.034,51.014,-0.447
0.504,0.042,0.078,0.153,0.187,0.024,0.036,51.833,-2.321
0.504,0.289,0.155,0.175,0.182,0.079,0.045,53.605,-2.431
0.519,0.184,0.051,0.079,0.146,0.035,0.091,51.479,-0.215
0.52,0.037,0.161,0.272,0.16,0.056,0.037,51.233,-2.987
0.49,0.065,0.178,0.234,0.149,0.066,0.027,53.649,-1.53
0.497,0.087,0.198,0.22,0.176,0.094,0.039,50.867,0.562
0.507,0.283,0.057,0.042,0.265,0.032,0.046,51.536,-1.734
0.534,0.457,0.123,0.09,0.188,0.101,0.076,51.539,-0.048
0.508,0.102,0.083,0.167,0.229,0.032,0.046,52.856,-1.443
0.519,0.056,0.202,0.169,0.205,0.077,0.042,53.432,-1.469
0.516,0.043,0.131,0.204,0.161,0.05,0.032,51.703,-2.242
0.489,0.519,0.143,0.09,0.214,0.096,0.117,51.558,-0.209
0.513,0.04,0.057,0.028,0.313,0.019,0.048,53.773,-1.046
0.55,0.096,0.198,0.233,0.171,0.115,0.037,51.531,-3.196
0.53,0.036,0.113,0.212,0.229,0.044,0.039,50.827,-4.519
0.503,0.024,0.185,0.255,0.136,0.082,0.042,53.294,-1.416
0.515,0.249,0.08,0.088,0.123,0.058,0.048,51.437,-0.15
0.502,0.101,0.059,0.122,0.139,0.029,0.068,50.843,-0.154
0.486,0.537,0.226,0.149,0.191,0.115,0.081,51.619,-0.083
0.501,0.411,0.184,0.054,0.185,0.069,0.067,52.131,-0.468
0.519,0.047,0.202,0.364,0.093,0.09,0.024,52.368,-2.717
0.504,0.032,0.177,0.313,0.134,0.058,0.026,52.644,-1.725
0.501,0.302,0.16,0.078,0.251,0.072,0.056,51.105,-0.217
0.52,0.574,0.148,0.089,0.16,0.096,0.13,51.473,-0.028
0.503,0.229,0.112,0.141,0.23,0.066,0.044,51.307,-0.552
0.523,0.112,0.245,0.205,0.213,0.082,0.042,52.047,1.119
0.517,0.055,0.172,0.163,0.215,0.07,0.039,52.563,0.085
0.532,0.105,0.21,0.126,0.257,0.085,0.054,53.006,-2.129
0.522,0.297,0.224,0.175,0.237,0.104,0.05,52.473,-2.009
0.509,0.315,0.072,0.099,0.231,0.035,0.056,51.999,-0.787
0.514,0.036,0.141,0.308,0.17,0.038,0.027,52.786,-0.882
0.488,0.376,0.095,0.144,0.107,0.114,0.121,51.519,-0.163
0.51,0.164,0.16,0.154,0.225,0.056,0.046,50.94,-1.43
0.535,0.338,0.138,0.135,0.155,0.09,0.051,51.474,-0.186
0.497,0.015,0.192,0.324,0.124,0.085,0.033,54.766,-2.084
0.51,0.035,0.105,0.224,0.155,0.037,0.048,52.39,-0.776
0.494,0.445,0.095,0.193,0.188,0.043,0.056,51.554,-0.468
0.5,0.065,0.095,0.259,0.147,0.031,0.049,51.308,-0.468
0.508,0.166,0.129,0.126,0.233,0.067,0.059,52.393,-1.98
0.481,0.899,0.189,0.084,0.242,0.16,0.102,51.546,0.053
0.507,0.013,0.14,0.152,0.227,0.05,0.042,51.745,-3.815
0.504,0.695,0.167,0.098,0.206,0.138,0.094,51.543,0.02
0.548,0.075,0.236,0.11,0.237,0.12,0.05,53.46,-2.984
0.545,0.05,0.109,0.177,0.189,0.049,0.053,50.431,-3.706
0.526,0.065,0.204,0.241,0.17,0.074,0.038,53.556,-2.619
0.522,0.126,0.126,0.204,0.214,0.044,0.039,52.096,-0.533
0.505,0.339,0.051,0.1,0.067,0.021,0.586,52.35,-1.519
0.507,0.195,0.073,0.291,0.19,0.032,0.042,52.574,-1.814
0.515,0.131,0.11,0.125,0.222,0.048,0.042,51.256,-0.139
0.53,0.03,0.212,0.161,0.231,0.086,0.036,52.75,-1.931
0.506,0.016,0.121,0.23,0.18,0.045,0.041,53.055,-3.403
0.482,0.25,0.021,0.017,0.049,0.027,0.027,51.532,-0.021
0.51,0.032,0.151,0.196,0.165,0.065,0.04,53.725,-2.688
0.516,0.034,0.185,0.185,0.191,0.057,0.043,52.768,-1.298
0.511,0.04,0.079,0.285,0.18,0.025,0.037,51.364,0.312
0.502,0.512,0.18,0.162,0.118,0.137,0.045,51.519,-0.205
0.511,0.421,0.199,0.097,0.307,0.098,0.081,51.567,-0.065
0.492,0.757,0.166,0.065,0.283,0.111,0.101,51.9,-0.458
0.536,0.051,0.212,0.261,0.158,0.1,0.047,53.577,-0.651
0.533,0.205,0.173,0.105,0.248,0.08,0.043,51.29,-0.771
0.475,0.542,0.185,0.104,0.191,0.103,0.048,51.324,-0.55
0.516,0.038,0.116,0.213,0.188,0.033,0.033,50.228,-5.22
0.511,0.133,0.073,0.055,0.307,0.025,0.041,50.831,-0.435
0.492,0.191,0.048,0.062,0.122,0.035,0.203,51.501,-3.191
0.484,0.136,0.162,0.112,0.207,0.045,0.045,52.065,1.122
0.506,0.096,0.132,0.145,0.22,0.062,0.056,53.64,-2.999
0.497,0.159,0.223,0.175,0.193,0.082,0.051,51.431,-2.573
0.502,0.159,0.305,0.175,0.193,0.19,0.053,53.428,-2.97
0.478,0.86,0.181,0.099,0.21,0.171,0.083,51.556,0.074
0.505,0.066,0.083,0.203,0.201,0.038,0.051,51.294,-0.358
0.526,0.264,0.135,0.25,0.169,0.045,0.03,51.345,-0.051
0.501,0.038,0.076,0.132,0.182,0.022,0.053,51.027,-0.342
0.505,0.334,0.135,0.206,0.172,0.057,0.039,51.436,0.055
0.514,0.189,0.056,0.091,0.155,0.033,0.033,51.458,-0.188
0.511,0.031,0.197,0.103,0.27,0.127,0.041,54.145,-3.23
0.534,0.14,0.242,0.122,0.229,0.105,0.053,53.376,-2.263
0.511,0.095,0.058,0.153,0.22,0.023,0.08,51.881,0.881
0.503,0.404,0.196,0.137,0.204,0.119,0.081,52.528,-1.847
0.505,0.22,0.207,0.069,0.288,0.133,0.061,53.819,-1.476
0.477,0.231,0.174,0.137,0.167,0.09,0.049,52.144,-0.476
0.503,0.129,0.101,0.187,0.242,0.044,0.036,51.368,-0.892
0.498,0.024,0.209,0.343,0.126,0.101,0.041,53.572,-2.576
0.511,0.03,0.166,0.296,0.152,0.041,0.032,52.775,1.262
0.522,0.149,0.142,0.088,0.231,0.058,0.048,52.575,-1.123
0.505,0.299,0.082,0.139,0.241,0.036,0.033,51.411,-0.934
0.528,0.437,0.113,0.067,0.272,0.063,0.044,51.578,-0.034
0.535,0.166,0.048,0.161,0.232,0.028,0.049,51.45,-0.319
0.513,0.039,0.18,0.151,0.206,0.099,0.049,53.412,-3.038
0.507,0.111,0.239,0.273,0.174,0.09,0.042,52.601,-2.032
0.55,0.517,0.19,0.135,0.281,0.109,0.085,51.357,-0.023
0.502,0.018,0.095,0.201,0.18,0.034,0.044,53.743,-0.407
0.513,0.028,0.09,0.142,0.227,0.019,0.04,50.632,-4.341
0.531,0.067,0.116,0.142,0.239,0.035,0.035,51.301,0.452
0.524,0.033,0.137,0.262,0.174,0.042,0.021,51.353,-1.146
0.513,0.045,0.09,0.203,0.197,0.039,0.043,51.261,-0.828
0.505,0.039,0.063,0.259,0.168,0.021,0.041,51.428,-2.749
0.504,0.784,0.138,0.09,0.225,0.124,0.073,51.561,0.061
0.542,0.041,0.14,0.174,0.208,0.067,0.045,53.306,-1.473
0.518,0.288,0.058,0.136,0.154,0.033,0.031,51.416,-0.028
0.514,0.012,0.167,0.317,0.134,0.069,0.044,53.366,-2.78
0.515,0.022,0.188,0.308,0.152,0.066,0.033,53.66,-2.84
0.508,0.031,0.143,0.137,0.2,0.056,0.021,54.515,-3.604
0.515,0.031,0.2,0.242,0.181,0.076,0.031,53.245,-1.46
0.508,0.032,0.164,0.442,0.088,0.07,0.023,52.92,-4.155
0.504,0.042,0.109,0.21,0.174,0.043,0.035,51.0,-1.477
0.509,0.045,0.159,0.176,0.201,0.06,0.02,51.343,-2.945
0.509,0.265,0.137,0.108,0.221,0.05,0.06,51.666,-0.269
0.502,0.025,0.179,0.239,0.152,0.059,0.042,52.789,1.159
0.514,0.02,0.159,0.21,0.134,0.045,0.055,53.094,-2.221
0.508,0.205,0.052,0.115,0.181,0.034,0.064,51.399,-0.297
0.514,0.144,0.186,0.177,0.214,0.1,0.041,53.392,-2.307
0.517,0.188,0.051,0.185,0.123,0.038,0.05,51.461,-0.307
0.464,0.513,0.225,0.072,0.26,0.132,0.084,53.034,-2.187
0.501,0.062,0.132,0.198,0.16,0.039,0.048,52.586,-1.216
0.474,0.522,0.14,0.071,0.146,0.088,0.12,51.542,0.007
0.518,0.043,0.157,0.123,0.272,0.087,0.039,50.487,-3.535
0.535,0.036,0.2,0.171,0.196,0.08,0.042,53.253,-2.162
0.51,0.018,0.191,0.384,0.119,0.06,0.019,52.624,-1.344
0.508,0.044,0.126,0.275,0.15,0.032,0.043,52.968,-2.182
0.491,0.039,0.134,0.253,0.148,0.069,0.046,53.335,-2.974
0.5,0.125,0.068,0.198,0.192,0.032,0.047,52.249,0.127
0.489,0.215,0.147,0.131,0.197,0.065,0.053,50.912,-1.452
0.52,0.014,0.181,0.303,0.167,0.051,0.036,52.338,-3.07
0.499,0.928,0.22,0.056,0.278,0.189,0.114,53.504,-2.238
0.486,0.1,0.161,0.226,0.122,0.052,0.051,52.843,-1.336
0.513,0.262,0.135,0.176,0.196,0.055,0.043,52.013,-0.756
0.483,0.935,0.22,0.071,0.241,0.201,0.129,53.453,-2.202
0.515,0.402,0.166,0.085,0.247,0.082,0.065,51.527,0.172
0.524,0.341,0.137,0.172,0.179,0.056,0.053,51.605,0.058
0.505,0.021,0.169,0.28,0.132,0.054,0.039,50.949,-4.137
0.529,0.341,0.218,0.08,0.296,0.134,0.074,52.6,-1.131
0.504,0.019,0.146,0.216,0.189,0.056,0.035,50.484,-3.781
0.511,0.009,0.14,0.33,0.123,0.047,0.03,51.166,-2.905
0.539,0.447,0.06,0.03,0.074,0.044,0.656,52.442,-1.939
0.511,0.015,0.186,0.207,0.213,0.067,0.035,51.645,-3.05
0.499,0.097,0.174,0.216,0.181,0.069,0.043,52.937,-1.262
0.513,0.686,0.157,0.058,0.222,0.142,0.093,51.589,-0.01
0.561,0.038,0.126,0.157,0.085,0.057,0.368,53.57,-2.885
0.54,0.023,0.227,0.118,0.246,0.124,0.055,51.592,-3.24
0.525,0.033,0.206,0.159,0.194,0.074,0.038,53.563,-0.106
0.496,0.008,0.181,0.304,0.129,0.048,0.034,55.092,-2.312
0.515,0.065,0.227,0.193,0.188,0.084,0.038,52.549,-1.393
0.519,0.085,0.103,0.197,0.184,0.053,0.056,53.378,-2.909
0.506,0.102,0.268,0.225,0.17,0.111,0.032,52.988,-2.132
0.513,0.046,0.083,0.208,0.209,0.027,0.053,52.022,-0.492
0.51,0.066,0.253,0.189,0.192,0.095,0.036,52.647,1.339
0.524,0.104,0.173,0.199,0.223,0.059,0.023,52.252,-0.949
0.509,0.018,0.112,0.267,0.186,0.042,0.03,53.963,-0.892
0.504,0.467,0.244,0.211,0.198,0.137,0.054,52.475,-1.807
0.522,0.421,0.161,0.134,0.211,0.067,0.073,52.031,-0.751
0.497,0.027,0.323,0.263,0.171,0.196,0.039,54.708,-1.69
0.52,0.632,0.163,0.106,0.224,0.095,0.077,51.545,-0.372
0.508,0.027,0.188,0.185,0.192,0.087,0.041,53.44,-2.764
0.514,0.346,0.064,0.067,0.191,0.049,0.067,51.557,-0.087
0.53,0.164,0.17,0.142,0.24,0.066,0.045,53.692,-1.607
0.534,0.104,0.258,0.167,0.203,0.081,0.037,51.829,-2.249
0.555,0.596,0.212,0.097,0.2,0.137,0.073,51.601,-0.075
0.504,0.017,0.203,0.288,0.141,0.065,0.023,52.598,0.655
0.521,0.02,0.181,0.362,0.132,0.069,0.044,52.875,1.436
0.526,0.684,0.168,0.065,0.26,0.096,0.091,51.525,0.037
0.517,0.06,0.205,0.18,0.198,0.077,0.036,52.522,1.007
0.502,0.19,0.155,0.151,0.152,0.053,0.041,51.461,-2.53
0.521,0.018,0.153,0.275,0.161,0.054,0.031,51.7,-2.358
0.553,0.548,0.159,0.1,0.26,0.105,0.096,51.371,-0.027
0.494,0.288,0.061,0.045,0.107,0.053,0.151,51.466,-2.587
0.522,0.165,0.093,0.176,0.173,0.041,0.05,52.552,-1.802
0.519,0.026,0.192,0.31,0.137,0.072,0.048,51.793,-4.019
0.531,0.081,0.109,0.21,0.167,0.049,0.063,50.481,-3.556
0.504,0.091,0.242,0.094,0.273,0.129,0.052,53.785,-0.373
0.521,0.185,0.065,0.155,0.184,0.04,0.045,51.409,0.06
0.529,0.044,0.096,0.281,0.145,0.033,0.046,52.947,-1.502
0.522,0.142,0.131,0.11,0.258,0.064,0.051,51.792,-0.188
0.512,0.11,0.081,0.135,0.228,0.03,0.043,52.017,-0.658
0.515,0.012,0.189,0.319,0.12,0.07,0.04,53.466,-2.714
0.511,0.112,0.123,0.243,0.205,0.029,0.03,51.457,-1.053
0.491,0.171,0.1,0.135,0.177,0.062,0.063,53.368,-2.941
0.524,0.03,0.198,0.19,0.202,0.066,0.027,53.16,0.334
0.505,0.496,0.256,0.101,0.233,0.172,0.079,53.499,-2.217
0.524,0.075,0.057,0.118,0.183,0.019,0.036,53.439,-2.289
0.501,0.342,0.086,0.112,0.206,0.053,0.054,51.598,0.031
0.505,0.01,0.148,0.403,0.083,0.049,0.023,50.231,-3.782
0.514,0.028,0.207,0.139,0.226,0.095,0.062,53.546,-2.783
0.51,0.036,0.261,0.128,0.216,0.114,0.059,53.538,-2.769
0.521,0.331,0.095,0.172,0.18,0.046,0.056,51.641,-0.173
0.528,0.266,0.166,0.139,0.212,0.075,0.051,53.464,-2.328
0.501,0.733,0.18,0.161,0.177,0.107,0.061,51.526,-0.36
0.525,0.035,0.244,0.239,0.171,0.117,0.036,53.372,-1.227
0.483,0.758,0.198,0.131,0.162,0.112,0.076,51.553,-0.282
0.516,0.473,0.167,0.098,0.257,0.099,0.069,51.488,0.145
0.505,0.381,0.174,0.073,0.271,0.079,0.061,53.771,-1.56
0.501,0.159,0.082,0.248,0.191,0.044,0.044,52.312,-1.535
0.498,0.019,0.148,0.342,0.13,0.067,0.031,52.895,-4.029
0.513,0.033,0.113,0.322,0.122,0.051,0.037,51.12,-0.813
0.478,0.189,0.057,0.21,0.17,0.031,0.04,51.484,-0.251
0.502,0.094,0.073,0.144,0.227,0.025,0.055,51.601,-2.123
0.477,0.54,0.34,0.052,0.303,0.237,0.063,53.436,-1.349
0.534,0.315,0.098,0.145,0.136,0.104,0.052,51.441,-0.163
0.494,0.019,0.158,0.203,0.174,0.055,0.035,53.302,-1.897
0.54,0.67,0.201,0.083,0.255,0.147,0.104,51.592,-0.028
0.516,0.666,0.146,0.073,0.216,0.084,0.111,51.484,0.067
0.531,0.129,0.062,0.296,0.162,0.024,0.056,51.418,-0.859
0.522,0.677,0.221,0.279,0.131,0.08,0.046,52.672,-1.099
0.493,0.015,0.199,0.225,0.168,0.046,0.04,52.624,-1.673
0.521,0.131,0.195,0.229,0.163,0.078,0.039,51.555,-1.729
0.428,0.287,0.072,0.051,0.055,0.051,0.094,53.471,-2.294
0.492,0.064,0.221,0.083,0.218,0.142,0.036,53.73,-0.388
0.491,0.029,0.189,0.265,0.139,0.093,0.041,51.207,-4.133
0.523,0.035,0.159,0.313,0.097,0.048,0.033,54.665,-3.369
0.523,0.269,0.207,0.169,0.226,0.102,0.067,52.544,-1.998
0.519,0.315,0.104,0.285,0.162,0.044,0.049,52.429,-1.759
0.511,0.053,0.116,0.266,0.166,0.052,0.037,53.133,-2.803
0.505,0.032,0.106,0.181,0.207,0.033,0.037,51.23,-1.367
0.507,0.012,0.197,0.346,0.164,0.057,0.022,52.335,1.495
0.531,0.606,0.23,0.142,0.223,0.128,0.09,51.625,-0.068
0.507,0.049,0.071,0.121,0.195,0.027,0.044,51.41,-1.237
0.512,0.07,0.122,0.367,0.132,0.063,0.026,53.534,-2.473
0.512,0.051,0.084,0.218,0.208,0.032,0.048,51.242,0.191
0.48,0.599,0.075,0.032,0.175,0.07,0.091,51.495,-0.015
0.495,0.02,0.139,0.324,0.132,0.067,0.03,53.49,-2.677
0.515,0.049,0.132,0.2,0.188,0.045,0.033,52.647,-1.257
0.506,0.045,0.118,0.187,0.164,0.041,0.05,53.652,-2.969
0.454,0.496,0.119,0.031,0.143,0.096,0.118,53.392,-1.472
0.487,0.204,0.134,0.172,0.191,0.06,0.04,51.456,-0.358
0.507,0.054,0.16,0.202,0.168,0.068,0.039,53.509,-2.516
0.515,0.036,0.118,0.295,0.137,0.041,0.039,52.889,-2.057
0.509,0.022,0.146,0.31,0.116,0.059,0.038,53.456,-1.471
0.514,0.138,0.052,0.041,0.27,0.027,0.06,51.226,-1.141
0.499,0.093,0.065,0.139,0.178,0.024,0.038,51.24,-1.129
0.53,0.077,0.169,0.144,0.196,0.099,0.034,51.186,-0.625
0.513,0.036,0.183,0.166,0.195,0.075,0.042,53.789,-1.335
0.516,0.047,0.184,0.215,0.175,0.055,0.04,52.507,1.032
0.463,0.442,0.047,0.022,0.095,0.046,0.34,51.451,-0.965
0.508,0.148,0.059,0.207,0.174,0.029,0.049,51.658,-0.513
0.525,0.34,0.094,0.14,0.182,0.054,0.073,51.493,-0.322
0.53,0.563,0.161,0.12,0.12,0.148,0.073,51.541,-0.073
0.509,0.183,0.185,0.2,0.197,0.068,0.032,51.764,-0.453
0.508,0.07,0.135,0.261,0.152,0.053,0.035,53.71,-2.635
0.539,0.304,0.148,0.116,0.254,0.065,0.062,52.148,-0.433
0.507,0.064,0.125,0.208,0.174,0.044,0.033,51.943,-0.643
0.538,0.413,0.159,0.2,0.103,0.127,0.115,51.494,-0.146
0.51,0.023,0.147,0.309,0.151,0.034,0.031,52.675,-3.231
0.501,0.726,0.245,0.064,0.297,0.166,0.076,53.565,-2.412
0.52,0.554,0.133,0.119,0.181,0.095,0.072,51.391,-0.071
0.52,0.379,0.118,0.149,0.212,0.068,0.057,53.449,-2.324
0.509,0.164,0.099,0.129,0.244,0.044,0.051,51.35,-0.26
0.497,0.461,0.044,0.097,0.184,0.064,0.068,51.415,-0.307
0.518,0.024,0.191,0.261,0.163,0.065,0.03,52.59,-3.853
0.528,0.303,0.091,0.102,0.249,0.044,0.069,52.167,-0.446
0.507,0.224,0.117,0.15,0.199,0.055,0.052,51.36,-0.31
0.478,0.029,0.14,0.225,0.168,0.045,0.035,51.89,-0.05
0.508,0.147,0.184,0.242,0.159,0.047,0.033,52.633,-2.121
0.504,0.093,0.065,0.193,0.171,0.032,0.064,52.929,-1.226
0.51,0.17,0.175,0.133,0.202,0.045,0.112,52.227,-0.908
0.499,0.244,0.085,0.067,0.192,0.031,0.049,52.03,-0.689
0.505,0.083,0.174,0.202,0.169,0.09,0.061,50.473,-3.539
0.514,0.033,0.105,0.297,0.155,0.043,0.05,53.621,-2.413
0.511,0.029,0.126,0.229,0.171,0.043,0.033,51.255,-2.16
0.52,0.11,0.097,0.179,0.208,0.035,0.031,51.391,-0.964
0.491,0.288,0.087,0.142,0.178,0.052,0.056,52.187,0.2
0.516,0.097,0.15,0.217,0.156,0.074,0.035,53.371,-2.923
0.496,0.033,0.147,0.194,0.166,0.076,0.039,50.35,-4.805
0.492,0.225,0.082,0.068,0.25,0.05,0.041,51.916,0.896
0.509,0.057,0.258,0.274,0.147,0.066,0.031,52.426,0.522
0.488,0.032,0.084,0.311,0.144,0.032,0.063,51.701,-1.983
0.516,0.292,0.247,0.157,0.223,0.127,0.051,51.499,0.283
0.503,0.913,0.313,0.15,0.193,0.184,0.078,52.655,-1.119
0.51,0.014,0.086,0.286,0.159,0.03,0.035,51.059,0.224
0.497,0.023,0.15,0.276,0.142,0.048,0.038,53.049,-2.052
0.521,0.54,0.184,0.086,0.269,0.129,0.065,51.482,0.114
0.505,0.094,0.117,0.133,0.199,0.044,0.03,51.586,-1.819
0.508,0.057,0.145,0.203,0.173,0.046,0.043,52.695,1.196
0.516,0.26,0.135,0.276,0.177,0.059,0.042,51.329,-0.075
0.507,0.029,0.201,0.194,0.191,0.085,0.033,53.328,-1.302
0.498,0.089,0.108,0.327,0.147,0.03,0.071,51.822,-2.706
0.525,0.068,0.171,0.26,0.191,0.061,0.03,51.414,0.195
0.519,0.325,0.142,0.209,0.164,0.055,0.035,52.406,-0.745
0.507,0.501,0.195,0.087,0.248,0.1,0.07,51.55,0.126
0.518,0.027,0.1,0.3,0.171,0.031,0.04,54.811,-2.976
0.446,0.223,0.06,0.025,0.017,0.056,0.165,53.485,-2.235
0.528,0.026,0.087,0.238,0.155,0.036,0.042,54.889,-1.928
0.502,0.027,0.14,0.323,0.128,0.063,0.034,53.367,-0.915
0.481,0.131,0.193,0.188,0.167,0.08,0.06,51.894,0.924
0.503,0.018,0.141,0.165,0.207,0.062,0.04,51.014,-4.21
0.451,0.45,0.244,0.092,0.198,0.171,0.105,53.021,-2.179
0.523,0.02,0.114,0.359,0.141,0.05,0.032,50.176,-5.084
0.521,0.012,0.28,0.327,0.12,0.094,0.032,53.487,-2.891
0.511,0.064,0.085,0.121,0.198,0.026,0.045,50.897,-1.308
0.531,0.132,0.163,0.134,0.228,0.073,0.042,53.744,-1.577
0.496,0.111,0.206,0.138,0.25,0.084,0.051,53.057,-2.168
0.523,0.093,0.123,0.136,0.131,0.068,0.057,53.378,-2.954
0.461,0.282,0.073,0.026,0.049,0.05,0.51,51.488,-3.171
0.539,0.028,0.147,0.206,0.194,0.049,0.039,50.854,-0.914
0.52,0.213,0.024,0.008,0.018,0.012,0.856,53.443,-2.219
0.514,0.04,0.139,0.234,0.169,0.045,0.04,51.313,0.438
0.514,0.07,0.179,0.223,0.148,0.055,0.043,51.208,-1.464
0.481,0.577,0.185,0.08,0.256,0.132,0.074,53.582,-2.453
0.53,0.077,0.213,0.113,0.24,0.123,0.05,53.341,-2.846
0.55,0.141,0.221,0.143,0.226,0.081,0.036,52.905,-1.167
0.516,0.41,0.122,0.225,0.182,0.057,0.074,52.904,-1.505
0.506,0.074,0.136,0.273,0.191,0.049,0.033,52.398,-1.883
0.473,0.571,0.221,0.109,0.228,0.126,0.058,51.861,-2.234
0.535,0.046,0.191,0.291,0.164,0.067,0.034,52.582,1.106
0.493,0.951,0.265,0.11,0.216,0.175,0.088,51.499,-0.38
0.544,0.486,0.098,0.099,0.123,0.14,0.098,51.502,-0.212
0.521,0.442,0.125,0.096,0.177,0.092,0.067,51.514,-0.27
0.509,0.083,0.093,0.223,0.193,0.033,0.04,51.478,-0.872
0.494,0.04,0.101,0.217,0.188,0.039,0.064,52.338,-1.585
0.497,0.785,0.203,0.114,0.248,0.163,0.101,52.5,-1.824
0.405,0.08,0.087,0.179,0.123,0.072,0.033,53.349,-2.538
0.515,0.013,0.186,0.309,0.124,0.079,0.032,54.704,-1.979
0.525,0.584,0.117,0.237,0.219,0.059,0.041,52.591,-1.083
0.514,0.341,0.074,0.061,0.11,0.05,0.111,51.472,-0.042
