indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,LAT,LONG
0.503,0.012,0.137,0.243,0.16,0.061,0.033,52.793,1.054
0.508,0.09,0.102,0.214,0.193,0.045,0.047,53.4,-2.904
0.441,0.254,0.227,0.06,0.071,0.145,0.064,53.521,-1.13
0.502,0.029,0.092,0.244,0.169,0.035,0.032,51.68,-2.126
0.374,0.039,0.128,0.173,0.126,0.057,0.04,51.625,-2.429
0.501,0.169,0.165,0.279,0.141,0.054,0.041,52.308,-0.706
0.529,0.504,0.143,0.118,0.172,0.138,0.087,51.486,-0.139
0.528,0.066,0.157,0.242,0.197,0.072,0.03,51.433,-3.202
0.491,0.115,0.182,0.169,0.182,0.103,0.039,51.829,-2.222
0.493,0.096,0.055,0.14,0.184,0.026,0.043,51.236,-1.13
0.499,0.017,0.13,0.301,0.132,0.046,0.034,50.982,0.277
0.446,0.146,0.095,0.062,0.071,0.063,0.366,50.375,-4.133
0.513,0.042,0.152,0.178,0.158,0.044,0.036,51.753,-2.282
0.495,0.917,0.277,0.094,0.274,0.226,0.105,52.507,-1.934
0.521,0.015,0.224,0.34,0.15,0.103,0.02,53.714,-0.887
0.494,0.36,0.092,0.105,0.185,0.042,0.043,52.191,0.185
0.506,0.241,0.225,0.183,0.161,0.083,0.051,52.307,-0.692
0.546,0.678,0.156,0.06,0.247,0.1,0.102,51.545,-0.049
0.496,0.089,0.132,0.192,0.189,0.052,0.035,51.393,-0.785
0.515,0.041,0.161,0.161,0.206,0.05,0.028,52.761,-0.898
0.514,0.095,0.091,0.268,0.156,0.027,0.052,52.069,1.153
0.513,0.012,0.106,0.243,0.167,0.036,0.036,53.706,-2.012
0.513,0.023,0.232,0.233,0.174,0.116,0.039,53.486,-2.615
0.51,0.038,0.181,0.297,0.135,0.073,0.039,53.475,-3.036
0.501,0.582,0.155,0.095,0.229,0.091,0.064,51.625,-0.773
0.504,0.057,0.072,0.249,0.152,0.034,0.051,51.132,-0.699
0.5,0.112,0.159,0.222,0.175,0.091,0.06,51.522,-3.24
0.511,0.102,0.051,0.23,0.167,0.024,0.04,51.417,-0.335
0.514,0.105,0.108,0.16,0.182,0.024,0.056,53.758,-1.598
0.52,0.052,0.162,0.282,0.17,0.056,0.033,51.342,-2.239
0.525,0.094,0.046,0.036,0.279,0.024,0.021,51.348,0.484
0.495,0.489,0.141,0.109,0.194,0.052,0.045,51.48,-0.508
0.492,0.326,0.177,0.158,0.19,0.078,0.061,52.458,-1.792
0.505,0.136,0.056,0.057,0.277,0.023,0.026,52.09,-0.242
0.508,0.026,0.062,0.244,0.169,0.023,0.044,53.854,-0.429
0.511,0.617,0.111,0.049,0.219,0.059,0.054,51.376,-0.11
0.457,0.492,0.138,0.037,0.219,0.11,0.077,51.443,-0.428
0.512,0.111,0.149,0.187,0.192,0.055,0.042,50.921,-1.346
0.498,0.1,0.204,0.134,0.181,0.094,0.04,53.351,-2.877
0.49,0.018,0.085,0.299,0.114,0.059,0.032,54.844,-2.275
0.511,0.2,0.158,0.168,0.185,0.051,0.053,51.453,0.098
0.501,0.285,0.072,0.211,0.201,0.029,0.071,51.435,-0.931
0.555,0.239,0.205,0.132,0.255,0.1,0.052,52.496,-1.767
0.502,0.614,0.102,0.062,0.199,0.081,0.128,52.471,-1.909
0.539,0.045,0.152,0.316,0.146,0.031,0.096,52.763,-2.371
0.525,0.045,0.149,0.225,0.152,0.049,0.046,51.436,-2.757
0.508,0.074,0.132,0.31,0.13,0.038,0.043,52.058,-0.417
0.51,0.021,0.162,0.213,0.196,0.06,0.032,52.495,0.18
0.518,0.015,0.204,0.174,0.215,0.087,0.047,51.708,-3.033
0.573,0.233,0.074,0.046,0.091,0.039,0.638,51.5,-3.201
0.51,0.06,0.148,0.309,0.157,0.048,0.033,51.861,-2.194
0.522,0.516,0.168,0.118,0.236,0.104,0.078,51.494,0.142
0.536,0.875,0.157,0.091,0.285,0.136,0.088,51.544,0.06
0.522,0.117,0.196,0.076,0.261,0.076,0.218,52.63,1.25
0.478,0.366,0.133,0.086,0.179,0.054,0.057,52.049,-0.732
0.453,0.042,0.227,0.098,0.187,0.119,0.037,53.701,-0.867
0.508,0.946,0.207,0.141,0.201,0.179,0.081,51.513,-0.375
0.529,0.591,0.096,0.097,0.207,0.065,0.064,51.399,-0.061
0.501,0.019,0.117,0.307,0.106,0.036,0.037,54.066,-2.135
0.543,0.155,0.181,0.141,0.188,0.073,0.037,52.472,-1.735
0.498,0.112,0.04,0.101,0.137,0.022,0.199,53.389,-1.503
0.515,0.418,0.212,0.083,0.275,0.114,0.078,53.768,-2.671
0.51,0.338,0.162,0.153,0.207,0.067,0.062,51.551,0.196
0.519,0.06,0.155,0.228,0.194,0.053,0.038,53.724,-1.596
0.53,0.027,0.211,0.416,0.105,0.093,0.028,50.726,-0.79
0.502,0.721,0.146,0.06,0.286,0.099,0.093,51.525,0.065
0.487,0.032,0.079,0.215,0.182,0.029,0.056,50.961,-0.026
0.5,0.151,0.058,0.148,0.222,0.035,0.045,52.552,-1.0
0.517,0.056,0.212,0.149,0.227,0.098,0.048,53.696,-2.707
0.512,0.038,0.122,0.196,0.181,0.051,0.045,53.49,-1.48
0.526,0.045,0.156,0.337,0.135,0.06,0.031,53.515,-0.086
0.492,0.199,0.061,0.236,0.199,0.024,0.048,51.409,-0.199
0.538,0.348,0.112,0.08,0.103,0.073,0.086,51.463,-0.149
0.497,0.062,0.183,0.096,0.223,0.058,0.029,53.709,-1.396
0.526,0.338,0.104,0.223,0.169,0.06,0.057,51.639,-0.177
0.5,0.028,0.118,0.281,0.154,0.043,0.041,51.465,-1.942
0.522,0.023,0.154,0.161,0.183,0.053,0.04,51.649,-3.056
0.504,0.021,0.15,0.296,0.14,0.064,0.038,53.385,-2.665
0.507,0.234,0.155,0.092,0.18,0.069,0.052,52.913,-1.491
0.549,0.06,0.328,0.273,0.15,0.168,0.04,53.392,-2.855
0.511,0.102,0.114,0.159,0.203,0.04,0.046,50.864,-0.132
0.499,0.68,0.158,0.09,0.264,0.109,0.067,51.512,-0.607
0.522,0.104,0.182,0.335,0.139,0.064,0.044,53.765,-0.371
0.516,0.621,0.142,0.095,0.183,0.096,0.083,51.435,-0.123
0.511,0.023,0.168,0.236,0.169,0.072,0.048,51.323,-2.478
0.532,0.31,0.076,0.08,0.114,0.051,0.059,51.473,-0.146
0.509,0.027,0.163,0.265,0.171,0.056,0.037,51.014,-3.835
0.519,0.203,0.175,0.115,0.269,0.079,0.051,52.556,-2.049
0.511,0.044,0.134,0.243,0.136,0.043,0.036,53.224,-1.421
0.521,0.104,0.247,0.262,0.187,0.117,0.045,51.576,-3.015
0.512,0.037,0.172,0.225,0.168,0.052,0.042,52.635,1.346
0.515,0.082,0.116,0.217,0.188,0.032,0.036,51.472,-1.045
0.519,0.087,0.146,0.147,0.245,0.054,0.045,51.294,0.205
0.517,0.066,0.197,0.153,0.212,0.103,0.048,50.482,-3.54
0.52,0.134,0.112,0.224,0.13,0.049,0.062,51.431,0.097
0.524,0.011,0.118,0.365,0.108,0.042,0.041,53.08,-1.589
0.521,0.017,0.164,0.353,0.134,0.06,0.034,50.76,-1.275
0.515,0.469,0.164,0.147,0.224,0.071,0.065,52.526,-1.867
0.506,0.012,0.121,0.289,0.151,0.032,0.036,50.873,-3.714
0.509,0.028,0.145,0.259,0.188,0.056,0.039,50.909,-1.276
0.473,0.114,0.283,0.185,0.134,0.139,0.043,53.544,-2.623
0.503,0.219,0.212,0.313,0.132,0.073,0.041,52.552,-2.113
0.533,0.22,0.23,0.192,0.223,0.098,0.051,53.373,-1.401
0.51,0.297,0.104,0.121,0.211,0.055,0.044,51.362,-0.183
0.516,0.177,0.087,0.18,0.231,0.03,0.069,51.38,-0.322
0.495,0.033,0.137,0.281,0.142,0.058,0.027,53.65,-2.317
0.517,0.012,0.207,0.146,0.25,0.081,0.028,54.626,-3.565
0.526,0.197,0.089,0.175,0.221,0.039,0.057,51.77,-0.315
0.517,0.119,0.207,0.123,0.247,0.115,0.051,52.475,-1.738
0.52,0.053,0.105,0.231,0.166,0.04,0.043,53.605,-2.315
0.503,0.029,0.088,0.262,0.175,0.037,0.053,53.549,-2.892
0.494,0.91,0.192,0.069,0.296,0.145,0.09,51.899,-0.43
0.499,0.337,0.071,0.084,0.273,0.032,0.069,52.873,-1.457
0.523,0.049,0.24,0.152,0.227,0.105,0.046,50.9,-1.027
0.514,0.019,0.116,0.238,0.139,0.047,0.03,52.851,-0.79
0.507,0.046,0.05,0.045,0.293,0.019,0.061,51.681,-3.894
0.514,0.343,0.153,0.084,0.253,0.088,0.048,53.525,-2.225
0.531,0.073,0.144,0.2,0.212,0.038,0.039,51.246,0.011
0.505,0.498,0.228,0.177,0.186,0.145,0.075,52.524,-1.865
0.507,0.034,0.126,0.285,0.152,0.042,0.041,52.539,-1.344
0.507,0.031,0.256,0.162,0.234,0.114,0.052,51.669,-4.151
0.51,0.767,0.122,0.081,0.253,0.066,0.071,52.656,-1.063
0.502,0.117,0.156,0.18,0.175,0.048,0.049,52.369,-1.252
0.551,0.016,0.174,0.416,0.125,0.08,0.03,54.015,-1.085
0.517,0.081,0.113,0.22,0.211,0.05,0.034,53.431,-2.349
0.491,0.086,0.183,0.18,0.208,0.057,0.045,51.891,-0.541
0.519,0.304,0.054,0.103,0.191,0.04,0.057,51.545,-0.171
0.504,0.018,0.156,0.39,0.122,0.054,0.026,52.293,-3.033
0.48,0.08,0.174,0.113,0.201,0.081,0.033,52.385,-2.256
0.445,0.793,0.198,0.118,0.181,0.124,0.058,51.465,-0.391
0.504,0.314,0.127,0.156,0.187,0.049,0.053,51.471,0.124
0.511,0.071,0.142,0.301,0.134,0.055,0.038,51.209,-1.49
0.548,0.07,0.235,0.098,0.195,0.099,0.042,53.443,-2.995
0.514,0.884,0.166,0.058,0.322,0.137,0.076,51.542,0.04
0.501,0.025,0.082,0.238,0.164,0.03,0.036,51.069,-0.05
0.503,0.052,0.207,0.258,0.153,0.09,0.035,53.76,-0.311
0.505,0.693,0.155,0.142,0.212,0.103,0.085,51.581,0.077
0.51,0.315,0.097,0.069,0.098,0.069,0.046,51.465,-0.134
0.496,0.34,0.081,0.119,0.184,0.055,0.054,51.506,-0.324
0.511,0.035,0.286,0.228,0.159,0.137,0.031,53.446,-1.289
0.515,0.475,0.145,0.186,0.205,0.088,0.061,52.606,-1.124
0.499,0.169,0.117,0.164,0.167,0.048,0.078,53.006,-2.196
0.503,0.106,0.11,0.243,0.135,0.044,0.041,51.949,-0.279
0.507,0.056,0.153,0.229,0.161,0.028,0.044,52.092,0.435
0.518,0.436,0.153,0.154,0.185,0.085,0.075,51.615,-0.279
0.517,0.021,0.171,0.3,0.166,0.044,0.037,51.232,-2.301
0.547,0.287,0.106,0.156,0.219,0.041,0.041,51.346,-0.045
0.517,0.065,0.087,0.121,0.22,0.04,0.047,50.82,-0.393
0.536,0.035,0.179,0.166,0.221,0.093,0.023,50.42,-4.16
0.528,0.294,0.062,0.123,0.135,0.08,0.083,51.498,-0.17
0.495,0.428,0.087,0.054,0.129,0.052,0.077,51.497,-0.083
0.504,0.044,0.08,0.231,0.171,0.038,0.053,53.248,-2.561
0.524,0.023,0.159,0.237,0.209,0.063,0.043,50.598,-1.231
0.51,0.141,0.267,0.213,0.2,0.12,0.046,53.367,-1.406
0.495,0.05,0.11,0.204,0.207,0.039,0.04,51.32,0.395
0.515,0.132,0.136,0.21,0.22,0.049,0.037,51.257,0.527
0.504,0.42,0.185,0.2,0.189,0.053,0.05,52.65,-1.15
0.498,0.074,0.053,0.252,0.155,0.023,0.078,54.037,-2.824
0.454,0.232,0.046,0.009,0.335,0.036,0.046,51.871,0.887
0.509,0.081,0.146,0.123,0.222,0.043,0.032,52.296,-0.581
0.474,0.056,0.109,0.148,0.157,0.076,0.048,54.519,-1.557
0.531,0.404,0.099,0.084,0.206,0.052,0.06,51.356,-0.096
0.505,0.1,0.071,0.275,0.208,0.03,0.039,50.996,-1.38
0.513,0.108,0.128,0.156,0.248,0.049,0.044,51.801,-0.407
0.52,0.166,0.129,0.176,0.142,0.048,0.066,53.393,-1.506
0.49,0.255,0.165,0.148,0.188,0.077,0.059,53.52,-1.103
0.519,0.282,0.097,0.053,0.255,0.041,0.074,52.038,-0.689
0.503,0.04,0.153,0.228,0.163,0.076,0.035,51.596,-1.915
0.543,0.751,0.124,0.085,0.192,0.099,0.112,51.482,-0.04
0.511,0.439,0.125,0.078,0.178,0.075,0.071,51.562,0.0
0.503,0.031,0.092,0.281,0.142,0.023,0.037,52.274,-0.447
0.483,0.178,0.207,0.151,0.142,0.088,0.082,52.252,-0.879
0.494,0.138,0.208,0.127,0.225,0.076,0.044,53.609,-0.658
0.514,0.206,0.05,0.201,0.22,0.039,0.057,51.447,-0.089
0.533,0.278,0.163,0.124,0.242,0.063,0.044,53.528,-2.198
0.525,0.182,0.231,0.23,0.197,0.09,0.046,50.83,-1.074
0.519,0.111,0.18,0.268,0.144,0.06,0.042,52.437,-2.013
0.523,0.017,0.084,0.27,0.168,0.041,0.029,54.127,-3.138
0.509,0.16,0.128,0.096,0.119,0.069,0.207,53.958,-1.069
0.525,0.179,0.055,0.193,0.177,0.034,0.056,51.586,-0.134
0.517,0.019,0.203,0.287,0.16,0.084,0.033,53.581,-1.547
0.492,0.129,0.129,0.174,0.116,0.066,0.191,50.379,-4.151
0.493,0.053,0.094,0.228,0.184,0.03,0.044,53.748,-2.756
0.531,0.33,0.069,0.101,0.188,0.048,0.05,51.448,-0.051
0.502,0.677,0.148,0.081,0.296,0.076,0.08,51.564,0.149
0.509,0.191,0.127,0.118,0.244,0.033,0.052,51.899,-0.168
0.495,0.068,0.214,0.238,0.142,0.085,0.034,52.783,-2.113
0.508,0.031,0.138,0.326,0.132,0.039,0.04,52.378,-2.276
0.468,0.207,0.179,0.08,0.164,0.086,0.03,51.274,0.532
0.523,0.091,0.175,0.222,0.172,0.067,0.043,50.792,0.006
0.534,0.136,0.072,0.146,0.178,0.043,0.093,53.39,-2.911
0.531,0.302,0.237,0.112,0.241,0.107,0.067,52.255,-0.915
0.506,0.027,0.152,0.169,0.185,0.048,0.043,53.361,-1.994
0.499,0.04,0.13,0.158,0.19,0.057,0.039,53.757,-1.441
0.486,0.092,0.14,0.106,0.159,0.057,0.032,52.819,-2.117
0.515,0.052,0.089,0.208,0.191,0.04,0.053,51.202,-0.671
0.448,0.548,0.203,0.134,0.157,0.103,0.06,51.474,-0.464
0.507,0.043,0.229,0.253,0.159,0.076,0.029,52.482,-1.481
0.508,0.352,0.099,0.071,0.185,0.058,0.044,51.422,-0.061
0.535,0.09,0.222,0.214,0.146,0.075,0.061,53.353,-1.416
0.526,0.031,0.157,0.224,0.169,0.061,0.036,53.898,-2.816
0.502,0.007,0.136,0.293,0.143,0.046,0.021,50.981,-4.048
0.512,0.217,0.102,0.11,0.148,0.054,0.034,51.952,-0.271
0.514,0.03,0.192,0.253,0.162,0.084,0.048,52.089,-4.638
0.518,0.033,0.128,0.436,0.096,0.044,0.035,50.808,-0.465
0.502,0.521,0.177,0.088,0.207,0.086,0.062,51.579,-0.025
0.518,0.668,0.126,0.167,0.177,0.076,0.086,51.609,-0.299
0.501,0.059,0.149,0.229,0.162,0.048,0.047,53.29,-1.285
0.496,0.09,0.077,0.202,0.17,0.039,0.036,51.289,-0.794
0.502,0.2,0.14,0.268,0.15,0.052,0.045,52.771,-1.244
0.526,0.11,0.125,0.11,0.241,0.046,0.047,51.918,-0.164
0.527,0.04,0.099,0.307,0.133,0.037,0.043,51.108,-0.264
0.483,0.349,0.095,0.093,0.191,0.066,0.042,52.045,-0.799
0.528,0.04,0.138,0.23,0.196,0.039,0.031,50.884,-0.294
0.452,0.446,0.226,0.127,0.166,0.145,0.053,53.69,-1.498
0.503,0.828,0.123,0.127,0.206,0.096,0.094,51.579,0.052
0.51,0.011,0.151,0.283,0.157,0.049,0.037,50.77,-4.095
0.498,0.57,0.107,0.045,0.194,0.095,0.094,51.525,-0.029
0.521,0.414,0.202,0.124,0.227,0.081,0.056,52.431,-1.516
0.508,0.125,0.113,0.239,0.164,0.047,0.049,51.366,0.047
0.535,0.034,0.129,0.306,0.163,0.048,0.037,51.429,-2.764
0.541,0.31,0.094,0.221,0.21,0.083,0.048,51.59,-0.178
0.502,0.02,0.15,0.252,0.153,0.053,0.034,53.855,-3.046
0.519,0.061,0.128,0.266,0.176,0.066,0.036,53.37,-2.488
0.528,0.463,0.132,0.085,0.132,0.094,0.074,51.549,-0.056
0.497,0.145,0.067,0.031,0.279,0.03,0.047,51.598,-1.821
0.52,0.539,0.169,0.101,0.246,0.1,0.085,51.491,0.106
0.517,0.3,0.068,0.115,0.213,0.035,0.053,51.363,-0.205
0.516,0.022,0.103,0.279,0.135,0.051,0.042,50.285,-4.865
0.517,0.157,0.147,0.219,0.177,0.048,0.037,51.434,0.126
0.497,0.741,0.217,0.141,0.243,0.145,0.077,51.519,-0.415
0.514,0.014,0.154,0.346,0.112,0.062,0.026,53.755,-1.122
0.484,0.551,0.136,0.079,0.158,0.124,0.085,53.447,-2.26
0.522,0.11,0.045,0.056,0.134,0.02,0.207,50.829,-0.128
0.508,0.12,0.097,0.225,0.179,0.068,0.037,53.424,-2.331
0.49,0.084,0.168,0.147,0.163,0.059,0.027,51.97,1.328
0.548,0.045,0.122,0.329,0.104,0.034,0.034,53.774,-0.404
0.51,0.423,0.135,0.092,0.203,0.082,0.06,51.508,-0.336
0.5,0.104,0.13,0.137,0.205,0.054,0.041,53.358,-2.864
0.523,0.037,0.208,0.14,0.244,0.066,0.05,53.036,-2.251
0.512,0.491,0.146,0.093,0.154,0.124,0.087,51.526,-0.073
0.386,0.097,0.153,0.244,0.109,0.093,0.038,52.086,1.433
0.501,0.189,0.158,0.165,0.212,0.056,0.046,51.127,-0.211
0.53,0.81,0.22,0.066,0.274,0.177,0.102,52.495,-1.93
0.516,0.188,0.255,0.144,0.184,0.125,0.05,50.812,-1.082
0.515,0.391,0.064,0.215,0.203,0.04,0.069,51.67,-0.426
0.544,0.516,0.082,0.013,0.042,0.035,0.608,52.637,-1.133
0.513,0.019,0.144,0.288,0.163,0.052,0.04,50.412,-3.573
0.499,0.045,0.165,0.218,0.199,0.065,0.062,53.448,-1.555
0.5,0.281,0.067,0.066,0.121,0.043,0.073,51.564,-0.101
0.511,0.037,0.137,0.189,0.199,0.049,0.037,50.864,-1.33
0.49,0.101,0.145,0.094,0.207,0.057,0.043,53.38,-2.624
0.513,0.489,0.171,0.085,0.252,0.088,0.094,51.531,0.151
0.494,0.022,0.147,0.231,0.168,0.036,0.022,53.125,-1.449
0.452,0.258,0.082,0.037,0.072,0.042,0.176,53.476,-2.267
0.498,0.406,0.242,0.117,0.263,0.098,0.074,52.665,-1.145
0.51,0.034,0.218,0.109,0.293,0.111,0.049,53.762,-0.254
0.501,0.048,0.112,0.131,0.221,0.04,0.036,53.691,-2.188
0.501,0.034,0.137,0.135,0.209,0.059,0.046,52.714,-2.023
0.509,0.019,0.219,0.284,0.153,0.096,0.046,54.706,-1.594
0.52,0.208,0.158,0.179,0.222,0.057,0.05,51.434,0.342
0.523,0.581,0.187,0.092,0.181,0.113,0.094,51.558,0.001
0.498,0.023,0.174,0.172,0.167,0.077,0.045,52.777,-1.572
0.55,0.036,0.159,0.352,0.128,0.057,0.043,54.599,-3.145
0.507,0.194,0.1,0.176,0.174,0.042,0.054,51.456,-0.524
0.532,0.027,0.262,0.246,0.148,0.134,0.041,54.652,-1.672
0.531,0.143,0.114,0.193,0.188,0.04,0.043,51.405,-0.379
0.536,0.125,0.241,0.175,0.213,0.135,0.071,51.674,-3.925
0.519,0.037,0.172,0.391,0.091,0.065,0.034,50.782,-0.942
0.478,0.491,0.139,0.087,0.111,0.093,0.067,51.487,-0.099
0.522,0.054,0.113,0.246,0.161,0.039,0.042,52.133,0.282
0.495,0.094,0.075,0.214,0.169,0.039,0.054,53.615,-2.454
0.514,0.7,0.099,0.045,0.287,0.075,0.117,51.51,0.13
0.507,0.436,0.116,0.096,0.202,0.07,0.082,53.46,-2.29
0.501,0.126,0.099,0.152,0.185,0.048,0.047,51.429,0.087
0.521,0.227,0.251,0.184,0.226,0.129,0.038,52.486,-1.767
0.549,0.052,0.272,0.165,0.213,0.119,0.056,53.347,-2.892
0.518,0.287,0.211,0.161,0.219,0.099,0.064,52.475,-1.998
0.498,0.085,0.235,0.151,0.209,0.066,0.043,52.481,-0.709
0.508,0.358,0.101,0.134,0.24,0.051,0.053,51.448,0.208
0.503,0.045,0.111,0.262,0.172,0.04,0.019,50.961,-2.62
0.511,0.036,0.119,0.234,0.183,0.043,0.042,51.35,-2.407
0.509,0.046,0.098,0.15,0.171,0.031,0.048,51.741,-2.231
0.489,0.031,0.223,0.175,0.155,0.056,0.039,53.704,-1.409
0.498,0.229,0.063,0.116,0.173,0.049,0.051,51.578,-0.118
0.501,0.185,0.062,0.125,0.215,0.032,0.051,51.39,-0.32
0.528,0.018,0.18,0.297,0.167,0.058,0.03,52.31,-2.593
0.535,0.062,0.222,0.205,0.188,0.12,0.039,54.987,-1.758
0.506,0.042,0.272,0.224,0.163,0.119,0.023,53.148,0.344
0.507,0.108,0.226,0.313,0.147,0.081,0.021,52.587,-1.137
0.512,0.024,0.108,0.251,0.15,0.05,0.04,54.302,-2.724
0.519,0.309,0.079,0.064,0.058,0.048,0.137,51.465,-0.122
0.534,0.044,0.104,0.246,0.159,0.034,0.053,51.63,-2.256
0.508,0.063,0.157,0.303,0.159,0.056,0.023,50.785,0.323
0.52,0.012,0.146,0.284,0.147,0.05,0.038,52.487,-2.559
0.448,0.211,0.073,0.019,0.064,0.033,0.477,50.913,-1.412
0.499,0.024,0.23,0.232,0.176,0.119,0.051,51.672,-4.166
0.506,0.056,0.158,0.117,0.224,0.102,0.057,53.434,-2.732
0.505,0.16,0.16,0.164,0.201,0.051,0.048,51.403,-0.758
0.519,0.024,0.154,0.279,0.145,0.071,0.047,53.593,-2.982
0.529,0.306,0.045,0.107,0.219,0.028,0.062,52.165,0.112
0.528,0.66,0.189,0.096,0.19,0.12,0.111,51.484,-0.089
0.5,0.164,0.194,0.101,0.223,0.061,0.041,52.402,-0.716
0.518,0.092,0.164,0.215,0.199,0.062,0.039,51.495,-2.49
0.495,0.04,0.236,0.247,0.152,0.075,0.041,53.685,-1.442
0.505,0.067,0.207,0.222,0.136,0.088,0.03,53.497,-2.508
0.521,0.595,0.143,0.09,0.209,0.105,0.095,51.553,-0.038
0.517,0.126,0.165,0.173,0.189,0.05,0.033,51.891,-0.163
0.521,0.281,0.086,0.153,0.202,0.045,0.048,51.4,-0.232
0.554,0.456,0.078,0.196,0.126,0.109,0.103,51.534,-0.156
0.501,0.036,0.116,0.238,0.155,0.039,0.042,51.452,-2.127
0.485,0.055,0.118,0.211,0.19,0.033,0.033,51.352,-1.133
0.533,0.139,0.219,0.189,0.197,0.106,0.034,52.039,1.15
0.521,0.131,0.075,0.175,0.191,0.042,0.046,51.37,-0.461
0.519,0.274,0.258,0.102,0.355,0.089,0.066,51.572,-0.072
0.511,0.354,0.107,0.126,0.209,0.059,0.044,51.474,0.063
0.511,0.117,0.185,0.158,0.24,0.08,0.042,52.901,-1.188
0.498,0.361,0.211,0.073,0.318,0.093,0.081,51.575,-0.062
0.517,0.035,0.161,0.188,0.181,0.074,0.037,52.77,-0.893
0.555,0.384,0.165,0.139,0.221,0.084,0.082,52.454,-1.987
0.523,0.317,0.127,0.208,0.207,0.052,0.043,53.839,-1.47
0.507,0.049,0.096,0.199,0.187,0.042,0.039,53.075,-0.776
0.518,0.039,0.153,0.207,0.162,0.05,0.042,51.176,0.415
0.516,0.223,0.049,0.196,0.175,0.033,0.056,51.564,-0.18
0.516,0.028,0.119,0.262,0.182,0.035,0.032,51.027,0.564
0.506,0.047,0.212,0.158,0.22,0.077,0.053,53.962,-1.128
0.525,0.052,0.132,0.215,0.154,0.037,0.037,50.265,-5.116
0.504,0.133,0.103,0.159,0.172,0.039,0.039,50.994,-0.101
0.529,0.287,0.092,0.095,0.16,0.051,0.036,51.464,-0.071
0.501,0.095,0.084,0.128,0.19,0.033,0.041,51.287,-1.058
0.519,0.019,0.123,0.246,0.185,0.043,0.035,51.104,-4.157
0.509,0.052,0.142,0.204,0.176,0.055,0.038,52.921,-1.441
0.5,0.023,0.242,0.375,0.102,0.088,0.026,51.292,-3.005
0.527,0.354,0.044,0.147,0.196,0.077,0.093,51.504,-0.199
0.514,0.02,0.143,0.237,0.193,0.034,0.026,51.155,-2.489
0.515,0.081,0.121,0.201,0.193,0.057,0.056,51.741,-0.259
0.516,0.346,0.095,0.145,0.187,0.049,0.156,51.444,-0.933
0.501,0.047,0.059,0.259,0.176,0.035,0.045,51.273,-0.831
0.523,0.236,0.085,0.139,0.224,0.037,0.068,51.79,-0.249
0.479,0.553,0.24,0.155,0.205,0.153,0.076,53.4,-1.469
0.543,0.041,0.243,0.538,0.054,0.115,0.028,53.637,-3.015
0.535,0.044,0.136,0.16,0.224,0.066,0.035,53.65,-2.957
0.506,0.054,0.148,0.288,0.144,0.062,0.036,52.434,-2.162
0.474,0.184,0.114,0.085,0.147,0.042,0.031,51.459,-2.555
0.522,0.115,0.153,0.197,0.167,0.073,0.042,53.396,-2.302
0.416,0.375,0.118,0.024,0.121,0.059,0.558,53.007,-2.178
0.519,0.014,0.082,0.278,0.149,0.037,0.078,53.56,-2.902
0.508,0.225,0.056,0.086,0.202,0.03,0.045,51.422,-0.19
0.526,0.071,0.202,0.093,0.305,0.076,0.054,51.593,-1.786
0.504,0.9,0.183,0.097,0.262,0.132,0.091,53.759,-2.489
0.51,0.726,0.154,0.169,0.177,0.104,0.052,51.504,-0.567
0.494,0.158,0.148,0.199,0.17,0.059,0.046,52.389,-1.478
0.527,0.206,0.175,0.136,0.221,0.075,0.036,51.959,-0.297
0.51,0.081,0.176,0.231,0.184,0.051,0.044,50.858,-0.253
0.523,0.147,0.217,0.217,0.191,0.077,0.049,51.425,0.343
0.503,0.813,0.196,0.073,0.244,0.157,0.083,51.545,0.024
0.513,0.196,0.134,0.137,0.211,0.046,0.043,51.367,-0.291
0.5,0.162,0.143,0.146,0.215,0.053,0.04,50.921,-1.444
0.552,0.718,0.183,0.07,0.211,0.122,0.108,51.514,-0.234
0.515,0.564,0.157,0.081,0.246,0.11,0.08,51.429,-0.022
0.502,0.011,0.162,0.288,0.164,0.047,0.038,52.37,0.923
0.525,0.02,0.241,0.211,0.184,0.118,0.04,54.884,-2.898
0.505,0.049,0.135,0.195,0.146,0.054,0.033,53.601,-2.544
0.511,0.041,0.075,0.231,0.16,0.032,0.036,51.081,0.163
0.511,0.028,0.111,0.173,0.199,0.043,0.043,51.222,-2.325
0.513,0.378,0.081,0.171,0.193,0.052,0.057,51.575,0.033
0.503,0.061,0.175,0.15,0.229,0.094,0.047,52.733,-1.292
0.514,0.916,0.238,0.089,0.25,0.17,0.098,52.501,-1.94
0.494,0.039,0.172,0.15,0.2,0.103,0.048,53.369,-3.01
0.519,0.253,0.196,0.165,0.213,0.072,0.05,51.693,-0.404
0.508,0.007,0.189,0.324,0.132,0.05,0.032,52.543,-2.433
0.502,0.035,0.153,0.282,0.128,0.064,0.041,50.446,-4.72
0.514,0.156,0.101,0.375,0.16,0.039,0.039,52.403,-1.75
0.521,0.055,0.171,0.221,0.159,0.065,0.042,50.703,-1.306
0.484,0.028,0.226,0.227,0.159,0.083,0.028,53.489,-1.301
0.509,0.03,0.111,0.372,0.125,0.042,0.031,51.048,0.14
0.496,0.711,0.2,0.085,0.203,0.141,0.105,51.532,0.026
